TEXTURE AT STRAIN =    0.8500
   1.352   1.452   0.504  <-- length of phase ellipsoid axes
  133.03    1.62 -107.56  <-- Euler angles (deg) of phase ellipsoid axes
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
  121.16   94.17 -145.56   0.0016500
