TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
   50.58   91.78   70.09  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
  144.00   40.00 -144.00   0.0003500
