TEXTURE AT STRAIN =    1.0000
   2.157   3.311   0.129  <-- length of phase ellipsoid axes
  106.86   18.90 -143.13  <-- Euler angles (deg) of phase ellipsoid axes
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
  106.19   15.92 -104.84   0.0003500
