  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  20.000   0.104   0.107   0.213
   0.025  21.000   0.107   0.112   0.221
   0.050  21.000   0.110   0.116   0.228
   0.075  21.000   0.113   0.119   0.234
   0.100  21.000   0.115   0.122   0.239
   0.125  22.000   0.117   0.124   0.244
   0.150  21.000   0.118   0.126   0.247
   0.175  21.000   0.119   0.127   0.249
   0.200  22.000   0.120   0.128   0.251
   0.225  22.000   0.120   0.128   0.251
   0.250  22.000   0.120   0.128   0.251
   0.275  22.000   0.119   0.128   0.250
   0.300  22.000   0.118   0.127   0.249
   0.325  22.000   0.117   0.126   0.247
   0.350  22.000   0.116   0.124   0.244
   0.375  22.000   0.114   0.123   0.241
   0.400  22.000   0.113   0.121   0.238
   0.425  21.000   0.111   0.119   0.234
   0.450  21.000   0.109   0.117   0.230
   0.475  21.000   0.107   0.115   0.226
   0.500  21.000   0.105   0.113   0.222
   0.525  20.000   0.104   0.111   0.218
   0.550  20.000   0.102   0.109   0.214
   0.575  20.000   0.100   0.107   0.210
   0.600  20.000   0.098   0.105   0.207
   0.625  20.000   0.096   0.104   0.203
   0.650  20.000   0.095   0.102   0.199
   0.675  20.000   0.093   0.100   0.196
   0.700  20.000   0.092   0.098   0.193
   0.725  20.000   0.090   0.097   0.190
   0.750  20.000   0.089   0.095   0.187
   0.775  20.000   0.088   0.094   0.184
   0.800  20.000   0.086   0.092   0.181
   0.825  20.000   0.085   0.091   0.179
   0.850  20.000   0.084   0.090   0.177
   0.875  20.000   0.083   0.089   0.174
   0.900  20.000   0.082   0.088   0.172
   0.925  20.000   0.081   0.087   0.170
   0.950  20.000   0.080   0.086   0.168
   0.975  20.000   0.080   0.086   0.169
   1.000  20.000   0.080   0.086   0.169
