  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   4.000   0.068   0.000   0.119   0.087   0.211   0.000   0.021
   0.025   4.000   0.065   0.000   0.116   0.088   0.209   0.000   0.019
   0.050   4.000   0.062   0.000   0.114   0.090   0.207   0.000   0.018
   0.075   4.000   0.060   0.000   0.113   0.092   0.206   0.000   0.017
   0.100   4.000   0.057   0.000   0.113   0.094   0.205   0.000   0.018
   0.125   4.000   0.055   0.000   0.113   0.096   0.205   0.000   0.018
   0.150   4.000   0.053   0.000   0.114   0.099   0.204   0.000   0.019
   0.175   4.000   0.051   0.000   0.115   0.101   0.205   0.000   0.021
   0.200   5.000   0.049   0.000   0.117   0.104   0.205   0.000   0.023
   0.225   6.000   0.047   0.000   0.119   0.106   0.207   0.000   0.026
   0.250   6.000   0.045   0.000   0.121   0.109   0.208   0.000   0.030
   0.275   6.000   0.043   0.000   0.124   0.111   0.210   0.000   0.033
   0.300   6.000   0.041   0.000   0.127   0.114   0.213   0.000   0.038
   0.325   6.000   0.039   0.000   0.130   0.116   0.216   0.000   0.043
   0.350   6.000   0.036   0.000   0.133   0.119   0.219   0.000   0.049
   0.375   6.000   0.033   0.000   0.136   0.121   0.223   0.000   0.055
   0.400   6.000   0.029   0.000   0.138   0.123   0.226   0.000   0.063
   0.425   6.000   0.026   0.000   0.138   0.124   0.230   0.000   0.071
   0.450   6.000   0.022   0.000   0.137   0.123   0.233   0.000   0.078
   0.475   6.000   0.019   0.000   0.135   0.122   0.234   0.000   0.086
   0.500   6.000   0.016   0.000   0.131   0.120   0.235   0.000   0.093
   0.525   6.000   0.015   0.000   0.128   0.119   0.236   0.000   0.100
   0.550   6.000   0.013   0.000   0.125   0.118   0.237   0.000   0.107
   0.575   6.000   0.013   0.000   0.122   0.117   0.238   0.000   0.115
   0.600   5.000   0.012   0.000   0.119   0.116   0.240   0.000   0.122
   0.625   5.000   0.011   0.000   0.117   0.114   0.241   0.000   0.130
   0.650   5.000   0.010   0.000   0.115   0.113   0.243   0.000   0.138
   0.675   5.000   0.010   0.000   0.113   0.112   0.244   0.000   0.146
   0.700   5.000   0.009   0.000   0.110   0.110   0.246   0.000   0.154
   0.725   5.000   0.008   0.000   0.108   0.109   0.247   0.000   0.162
   0.750   5.000   0.008   0.000   0.106   0.107   0.248   0.000   0.171
   0.775   5.000   0.007   0.000   0.103   0.106   0.249   0.000   0.179
   0.800   5.000   0.007   0.000   0.101   0.104   0.250   0.000   0.188
   0.825   5.000   0.006   0.000   0.098   0.102   0.251   0.000   0.196
   0.850   6.000   0.006   0.001   0.095   0.101   0.251   0.000   0.205
   0.875   7.000   0.005   0.001   0.093   0.099   0.251   0.000   0.213
   0.900   7.000   0.005   0.001   0.090   0.098   0.251   0.000   0.221
   0.925   7.000   0.005   0.001   0.087   0.096   0.251   0.000   0.229
   0.950   7.000   0.004   0.001   0.084   0.095   0.250   0.000   0.237
   0.975   7.000   0.004   0.001   0.082   0.094   0.250   0.000   0.245
   1.000   7.000   0.004   0.001   0.079   0.092   0.248   0.000   0.251
