  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.088   0.090   0.179
   0.025  21.000   0.085   0.088   0.174
   0.050  19.000   0.081   0.086   0.169
   0.075  13.000   0.080   0.086   0.168
   0.100  18.000   0.084   0.092   0.179
   0.125  19.000   0.090   0.099   0.192
   0.150  19.000   0.095   0.104   0.203
   0.175  20.000   0.099   0.108   0.211
   0.200  21.000   0.102   0.111   0.217
   0.225  21.000   0.105   0.113   0.222
   0.250  21.000   0.107   0.115   0.225
   0.275  22.000   0.108   0.116   0.228
   0.300  22.000   0.109   0.117   0.229
   0.325  22.000   0.109   0.117   0.230
   0.350  23.000   0.110   0.118   0.230
   0.375  22.000   0.109   0.117   0.230
   0.400  22.000   0.109   0.117   0.229
   0.425  21.000   0.108   0.116   0.228
   0.450  21.000   0.108   0.115   0.226
   0.475  21.000   0.107   0.114   0.224
   0.500  21.000   0.106   0.113   0.222
   0.525  21.000   0.105   0.112   0.219
   0.550  21.000   0.103   0.110   0.216
   0.575  21.000   0.102   0.109   0.214
   0.600  21.000   0.101   0.107   0.211
   0.625  21.000   0.099   0.106   0.208
   0.650  20.000   0.098   0.104   0.205
   0.675  20.000   0.097   0.103   0.202
   0.700  20.000   0.095   0.101   0.199
   0.725  20.000   0.094   0.100   0.197
   0.750  20.000   0.093   0.099   0.194
   0.775  20.000   0.092   0.097   0.191
   0.800  20.000   0.090   0.096   0.189
   0.825  20.000   0.089   0.095   0.186
   0.850  20.000   0.088   0.094   0.184
   0.875  20.000   0.087   0.093   0.182
   0.900  20.000   0.086   0.091   0.180
   0.925  20.000   0.085   0.090   0.178
   0.950  20.000   0.084   0.089   0.176
   0.975  20.000   0.083   0.088   0.174
   1.000  20.000   0.082   0.087   0.172
