  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.122   0.115   0.234
   0.025  24.000   0.123   0.117   0.237
   0.050  24.000   0.123   0.118   0.239
   0.075  23.000   0.122   0.118   0.239
   0.100  21.000   0.121   0.118   0.238
   0.125  20.000   0.119   0.117   0.236
   0.150  20.000   0.117   0.116   0.233
   0.175  21.000   0.115   0.114   0.229
   0.200  22.000   0.113   0.112   0.225
   0.225  22.000   0.111   0.110   0.220
   0.250  22.000   0.108   0.107   0.215
   0.275  24.000   0.106   0.105   0.210
   0.300  23.000   0.103   0.102   0.205
   0.325  25.000   0.100   0.100   0.200
   0.350  27.000   0.097   0.098   0.195
   0.375  26.000   0.094   0.096   0.190
   0.400  27.000   0.091   0.094   0.186
   0.425  27.000   0.088   0.092   0.182
   0.450  27.000   0.086   0.090   0.177
   0.475  28.000   0.083   0.088   0.173
   0.500  28.000   0.081   0.086   0.169
   0.525  28.000   0.079   0.084   0.165
   0.550  28.000   0.076   0.082   0.161
   0.575  26.000   0.074   0.080   0.157
   0.600  26.000   0.073   0.078   0.153
   0.625  26.000   0.071   0.077   0.150
   0.650  28.000   0.069   0.075   0.147
   0.675  28.000   0.068   0.073   0.144
   0.700  28.000   0.066   0.072   0.141
   0.725  28.000   0.065   0.071   0.138
   0.750  28.000   0.064   0.069   0.135
   0.775  28.000   0.063   0.068   0.133
   0.800  28.000   0.062   0.067   0.131
   0.825  28.000   0.061   0.066   0.128
   0.850  28.000   0.060   0.065   0.126
   0.875  29.000   0.059   0.064   0.125
   0.900  28.000   0.058   0.063   0.123
   0.925  28.000   0.057   0.062   0.121
   0.950  28.000   0.057   0.062   0.121
   0.975  28.000   0.057   0.062   0.121
   1.000  28.000   0.057   0.062   0.121
