  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.105   0.109   0.216
   0.025  24.000   0.106   0.109   0.216
   0.050  23.000   0.106   0.108   0.216
   0.075  21.000   0.107   0.108   0.216
   0.100  20.000   0.109   0.110   0.220
   0.125  21.000   0.112   0.114   0.226
   0.150  19.000   0.114   0.117   0.233
   0.175  20.000   0.115   0.120   0.238
   0.200  21.000   0.116   0.122   0.241
   0.225  21.000   0.117   0.124   0.244
   0.250  21.000   0.117   0.124   0.245
   0.275  21.000   0.117   0.125   0.245
   0.300  21.000   0.116   0.124   0.244
   0.325  22.000   0.115   0.124   0.242
   0.350  23.000   0.114   0.123   0.240
   0.375  23.000   0.113   0.121   0.238
   0.400  23.000   0.112   0.120   0.235
   0.425  22.000   0.110   0.118   0.232
   0.450  22.000   0.108   0.117   0.228
   0.475  22.000   0.107   0.115   0.225
   0.500  21.000   0.105   0.113   0.221
   0.525  21.000   0.103   0.111   0.218
   0.550  21.000   0.102   0.109   0.214
   0.575  21.000   0.100   0.107   0.211
   0.600  21.000   0.098   0.106   0.207
   0.625  20.000   0.097   0.104   0.204
   0.650  20.000   0.095   0.102   0.200
   0.675  20.000   0.094   0.101   0.197
   0.700  20.000   0.092   0.099   0.194
   0.725  20.000   0.091   0.097   0.191
   0.750  20.000   0.090   0.096   0.188
   0.775  20.000   0.088   0.095   0.186
   0.800  20.000   0.087   0.093   0.183
   0.825  20.000   0.086   0.092   0.180
   0.850  20.000   0.085   0.091   0.178
   0.875  20.000   0.084   0.090   0.176
   0.900  20.000   0.083   0.089   0.174
   0.925  20.000   0.082   0.088   0.172
   0.950  20.000   0.081   0.087   0.170
   0.975  20.000   0.080   0.086   0.168
   1.000  20.000   0.080   0.086   0.168
