TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
 -141.10  172.24 -179.96  <-- Euler angles (deg) of phase ellipsoid axes
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
TEXTURE AT STRAIN =    0.0500
   1.037   1.075   0.892  <-- length of phase ellipsoid axes
 -174.64    3.48 -160.36  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
  112.11   40.40 -113.42   0.0003500
