TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
 -120.58   34.46 -113.16  <-- Euler angles (deg) of phase ellipsoid axes
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
  143.64   77.58 -104.50   0.0016500
TEXTURE AT STRAIN =    0.0500
   1.014   1.022   0.965  <-- length of phase ellipsoid axes
   -9.03    3.13   62.67  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
  143.69   78.12 -103.39   0.0016500
