TEXTURE AT STRAIN =    1.0000
   2.179   3.271   0.129  <-- length of phase ellipsoid axes
  120.49   12.68 -161.78  <-- Euler angles (deg) of phase ellipsoid axes
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
  124.08   12.45 -123.68   0.0003500
