  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.081   0.222   0.002   0.157   0.011   0.002   0.098
   0.025   6.000   0.083   0.212   0.002   0.159   0.009   0.002   0.100
   0.050   6.000   0.083   0.202   0.002   0.158   0.007   0.002   0.099
   0.075   6.000   0.082   0.191   0.002   0.157   0.006   0.003   0.094
   0.100   6.000   0.081   0.181   0.003   0.158   0.006   0.003   0.089
   0.125   6.000   0.081   0.174   0.003   0.161   0.005   0.003   0.084
   0.150   6.000   0.080   0.167   0.003   0.167   0.005   0.004   0.079
   0.175   6.000   0.081   0.162   0.003   0.173   0.005   0.004   0.075
   0.200   6.000   0.082   0.158   0.003   0.181   0.005   0.005   0.071
   0.225   6.000   0.083   0.155   0.003   0.189   0.005   0.005   0.067
   0.250   6.000   0.085   0.152   0.004   0.199   0.005   0.005   0.063
   0.275   6.000   0.087   0.150   0.004   0.209   0.005   0.006   0.059
   0.300   6.000   0.089   0.148   0.004   0.219   0.005   0.006   0.055
   0.325   6.000   0.092   0.147   0.005   0.230   0.005   0.006   0.050
   0.350   4.000   0.094   0.145   0.005   0.241   0.006   0.007   0.046
   0.375   4.000   0.097   0.144   0.006   0.252   0.006   0.007   0.041
   0.400   4.000   0.100   0.143   0.006   0.263   0.007   0.007   0.037
   0.425   4.000   0.103   0.142   0.006   0.274   0.007   0.007   0.032
   0.450   3.000   0.106   0.142   0.007   0.284   0.008   0.007   0.028
   0.475   3.000   0.109   0.141   0.007   0.294   0.009   0.006   0.024
   0.500   3.000   0.111   0.140   0.008   0.303   0.010   0.006   0.020
   0.525   3.000   0.114   0.140   0.008   0.312   0.011   0.006   0.017
   0.550   3.000   0.116   0.139   0.009   0.319   0.012   0.006   0.015
   0.575   3.000   0.118   0.138   0.009   0.326   0.013   0.006   0.014
   0.600   3.000   0.120   0.138   0.010   0.332   0.014   0.005   0.013
   0.625   3.000   0.121   0.137   0.010   0.336   0.016   0.005   0.014
   0.650   3.000   0.121   0.136   0.010   0.340   0.017   0.005   0.016
   0.675   4.000   0.121   0.135   0.010   0.343   0.017   0.005   0.019
   0.700   4.000   0.121   0.135   0.010   0.345   0.018   0.005   0.023
   0.725   4.000   0.120   0.134   0.010   0.347   0.019   0.005   0.027
   0.750   5.000   0.118   0.133   0.010   0.348   0.020   0.005   0.033
   0.775   5.000   0.116   0.132   0.009   0.349   0.020   0.004   0.039
   0.800   5.000   0.114   0.131   0.009   0.349   0.021   0.004   0.046
   0.825   5.000   0.111   0.129   0.009   0.349   0.021   0.004   0.053
   0.850   6.000   0.108   0.128   0.008   0.349   0.021   0.004   0.060
   0.875   6.000   0.105   0.127   0.008   0.348   0.021   0.004   0.069
   0.900   6.000   0.102   0.126   0.007   0.347   0.022   0.004   0.077
   0.925   6.000   0.099   0.124   0.007   0.346   0.022   0.004   0.085
   0.950   6.000   0.096   0.123   0.007   0.345   0.022   0.004   0.094
   0.975   6.000   0.092   0.121   0.006   0.343   0.022   0.004   0.103
   1.000   6.000   0.089   0.120   0.006   0.341   0.022   0.004   0.112
