  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  20.000   0.118   0.112   0.228
   0.025  18.000   0.115   0.110   0.223
   0.050  18.000   0.111   0.108   0.218
   0.075  18.000   0.109   0.106   0.214
   0.100  19.000   0.106   0.104   0.210
   0.125  19.000   0.104   0.103   0.206
   0.150  17.000   0.101   0.101   0.201
   0.175  16.000   0.098   0.098   0.196
   0.200  15.000   0.095   0.096   0.192
   0.225  14.000   0.092   0.094   0.187
   0.250  14.000   0.090   0.092   0.183
   0.275  14.000   0.087   0.091   0.179
   0.300  14.000   0.085   0.089   0.176
   0.325  14.000   0.084   0.088   0.173
   0.350  14.000   0.082   0.086   0.170
   0.375  15.000   0.081   0.085   0.168
   0.400  15.000   0.079   0.085   0.166
   0.425  16.000   0.078   0.084   0.164
   0.450  16.000   0.077   0.083   0.163
   0.475  16.000   0.076   0.082   0.161
   0.500  15.000   0.076   0.082   0.160
   0.525  15.000   0.075   0.081   0.159
   0.550  14.000   0.074   0.081   0.158
   0.575  14.000   0.074   0.081   0.158
   0.600  16.000   0.074   0.080   0.157
   0.625  17.000   0.074   0.080   0.156
   0.650  17.000   0.073   0.080   0.156
   0.675  18.000   0.073   0.080   0.156
   0.700  19.000   0.073   0.080   0.155
   0.725  19.000   0.073   0.079   0.155
   0.750  20.000   0.073   0.079   0.155
   0.775  20.000   0.073   0.079   0.155
   0.800  20.000   0.073   0.079   0.154
   0.825  20.000   0.073   0.079   0.154
   0.850  21.000   0.072   0.078   0.153
   0.875  21.000   0.072   0.078   0.153
   0.900  21.000   0.072   0.078   0.152
   0.925  21.000   0.072   0.078   0.152
   0.950  21.000   0.071   0.077   0.151
   0.975  22.000   0.071   0.077   0.150
   1.000  22.000   0.070   0.076   0.149
