  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  26.000   0.101   0.109   0.214
   0.025  27.000   0.103   0.111   0.218
   0.050  28.000   0.104   0.112   0.220
   0.075  28.000   0.105   0.113   0.222
   0.100  28.000   0.105   0.113   0.222
   0.125  28.000   0.105   0.113   0.221
   0.150  28.000   0.104   0.112   0.220
   0.175  28.000   0.102   0.111   0.217
   0.200  29.000   0.101   0.110   0.214
   0.225  30.000   0.099   0.108   0.210
   0.250  29.000   0.097   0.105   0.206
   0.275  29.000   0.095   0.103   0.201
   0.300  29.000   0.092   0.100   0.196
   0.325  28.000   0.090   0.098   0.191
   0.350  28.000   0.088   0.095   0.186
   0.375  28.000   0.085   0.093   0.181
   0.400  28.000   0.083   0.090   0.176
   0.425  28.000   0.081   0.088   0.172
   0.450  28.000   0.079   0.086   0.167
   0.475  28.000   0.077   0.083   0.163
   0.500  28.000   0.075   0.081   0.159
   0.525  29.000   0.073   0.079   0.155
   0.550  29.000   0.071   0.078   0.151
   0.575  29.000   0.070   0.076   0.148
   0.600  29.000   0.068   0.074   0.145
   0.625  30.000   0.067   0.072   0.142
   0.650  30.000   0.065   0.071   0.139
   0.675  30.000   0.064   0.070   0.136
   0.700  30.000   0.063   0.068   0.133
   0.725  30.000   0.062   0.067   0.131
   0.750  30.000   0.061   0.066   0.129
   0.775  30.000   0.060   0.065   0.127
   0.800  30.000   0.059   0.064   0.125
   0.825  30.000   0.058   0.063   0.123
   0.850  30.000   0.057   0.062   0.121
   0.875  30.000   0.056   0.061   0.119
   0.900  30.000   0.055   0.060   0.118
   0.925  30.000   0.055   0.059   0.116
   0.950  30.000   0.054   0.059   0.115
   0.975  29.000   0.054   0.058   0.113
   1.000  29.000   0.053   0.058   0.113
