  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   4.000   0.000   0.180   0.272   0.000   0.126   0.020
   0.025   4.000   0.000   0.177   0.269   0.000   0.124   0.017
   0.050   4.000   0.000   0.175   0.266   0.000   0.121   0.015
   0.075   4.000   0.000   0.172   0.262   0.000   0.118   0.014
   0.100   4.000   0.000   0.171   0.259   0.000   0.115   0.014
   0.125   4.000   0.000   0.170   0.258   0.000   0.112   0.015
   0.150   4.000   0.000   0.170   0.258   0.000   0.111   0.016
   0.175   4.000   0.000   0.171   0.259   0.000   0.110   0.018
   0.200   4.000   0.000   0.172   0.261   0.000   0.109   0.021
   0.225   4.000   0.000   0.173   0.264   0.000   0.108   0.024
   0.250   5.000   0.000   0.175   0.267   0.000   0.108   0.028
   0.275   6.000   0.000   0.176   0.271   0.000   0.108   0.033
   0.300   6.000   0.000   0.178   0.275   0.000   0.107   0.038
   0.325   6.000   0.000   0.179   0.279   0.000   0.107   0.045
   0.350   6.000   0.000   0.180   0.282   0.000   0.106   0.052
   0.375   5.000   0.000   0.180   0.286   0.000   0.105   0.059
   0.400   5.000   0.000   0.180   0.289   0.000   0.104   0.068
   0.425   5.000   0.000   0.179   0.292   0.000   0.103   0.077
   0.450   5.000   0.000   0.178   0.295   0.000   0.101   0.086
   0.475   5.000   0.000   0.177   0.297   0.000   0.099   0.096
   0.500   5.000   0.000   0.175   0.299   0.000   0.097   0.106
   0.525   5.000   0.000   0.172   0.300   0.000   0.094   0.117
   0.550   6.000   0.000   0.170   0.301   0.000   0.092   0.127
   0.575   6.000   0.000   0.167   0.302   0.000   0.090   0.138
   0.600   6.000   0.000   0.164   0.303   0.000   0.087   0.149
   0.625   6.000   0.000   0.161   0.303   0.000   0.085   0.159
   0.650   6.000   0.000   0.158   0.303   0.000   0.082   0.170
   0.675   6.000   0.000   0.155   0.303   0.000   0.080   0.180
   0.700   6.000   0.000   0.152   0.302   0.000   0.078   0.190
   0.725   7.000   0.000   0.149   0.302   0.000   0.076   0.200
   0.750   8.000   0.000   0.146   0.301   0.000   0.074   0.210
   0.775   8.000   0.000   0.143   0.300   0.000   0.072   0.220
   0.800   8.000   0.000   0.140   0.299   0.000   0.070   0.229
   0.825   8.000   0.000   0.137   0.298   0.000   0.069   0.238
   0.850   8.000   0.000   0.134   0.296   0.000   0.067   0.246
   0.875   8.000   0.000   0.132   0.295   0.000   0.066   0.255
   0.900   8.000   0.000   0.129   0.293   0.000   0.065   0.263
   0.925   8.000   0.000   0.127   0.292   0.000   0.063   0.271
   0.950   8.000   0.000   0.124   0.290   0.000   0.062   0.278
   0.975   8.000   0.000   0.122   0.288   0.000   0.061   0.284
   1.000   8.000   0.000   0.120   0.286   0.000   0.060   0.289
