  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.132   0.137   0.271
   0.025  21.000   0.135   0.138   0.274
   0.050  20.000   0.136   0.140   0.278
   0.075  21.000   0.137   0.143   0.283
   0.100  20.000   0.137   0.146   0.286
   0.125  19.000   0.137   0.147   0.288
   0.150  20.000   0.136   0.148   0.289
   0.175  21.000   0.136   0.147   0.288
   0.200  21.000   0.134   0.146   0.286
   0.225  21.000   0.133   0.144   0.282
   0.250  21.000   0.130   0.142   0.277
   0.275  21.000   0.128   0.139   0.272
   0.300  21.000   0.125   0.136   0.266
   0.325  21.000   0.122   0.133   0.259
   0.350  21.000   0.119   0.129   0.253
   0.375  21.000   0.116   0.126   0.246
   0.400  21.000   0.112   0.122   0.239
   0.425  21.000   0.109   0.119   0.233
   0.450  21.000   0.106   0.116   0.226
   0.475  21.000   0.103   0.113   0.220
   0.500  21.000   0.101   0.110   0.214
   0.525  21.000   0.098   0.107   0.208
   0.550  21.000   0.095   0.104   0.203
   0.575  21.000   0.093   0.101   0.198
   0.600  21.000   0.091   0.099   0.193
   0.625  21.000   0.089   0.097   0.189
   0.650  21.000   0.087   0.094   0.184
   0.675  21.000   0.085   0.092   0.181
   0.700  21.000   0.083   0.091   0.177
   0.725  21.000   0.081   0.089   0.173
   0.750  21.000   0.080   0.087   0.170
   0.775  21.000   0.079   0.086   0.167
   0.800  21.000   0.077   0.084   0.164
   0.825  21.000   0.076   0.083   0.162
   0.850  21.000   0.075   0.082   0.159
   0.875  21.000   0.074   0.080   0.157
   0.900  21.000   0.074   0.080   0.157
   0.925  21.000   0.074   0.080   0.157
   0.950  21.000   0.074   0.080   0.157
   0.975  21.000   0.074   0.080   0.157
   1.000  21.000   0.074   0.080   0.157
