TEXTURE AT STRAIN =    1.0000
   2.796   2.865   0.114  <-- length of phase ellipsoid axes
  136.23   80.72 -157.28  <-- Euler angles (deg) of phase ellipsoid axes
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
  137.50   29.36 -136.88   0.0003500
