  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  20.000   0.130   0.132   0.263
   0.025  21.000   0.134   0.136   0.271
   0.050  21.000   0.137   0.140   0.279
   0.075  21.000   0.139   0.143   0.284
   0.100  20.000   0.139   0.145   0.286
   0.125  21.000   0.139   0.145   0.287
   0.150  22.000   0.137   0.145   0.286
   0.175  22.000   0.136   0.144   0.284
   0.200  22.000   0.134   0.143   0.281
   0.225  22.000   0.132   0.141   0.277
   0.250  22.000   0.129   0.139   0.273
   0.275  23.000   0.127   0.137   0.267
   0.300  23.000   0.124   0.134   0.262
   0.325  22.000   0.121   0.131   0.256
   0.350  22.000   0.118   0.128   0.250
   0.375  21.000   0.115   0.125   0.244
   0.400  21.000   0.112   0.122   0.239
   0.425  21.000   0.110   0.119   0.233
   0.450  21.000   0.107   0.116   0.227
   0.475  21.000   0.104   0.113   0.221
   0.500  21.000   0.102   0.111   0.216
   0.525  21.000   0.099   0.108   0.211
   0.550  21.000   0.097   0.106   0.206
   0.575  21.000   0.095   0.103   0.202
   0.600  21.000   0.093   0.101   0.197
   0.625  21.000   0.091   0.099   0.193
   0.650  20.000   0.089   0.097   0.190
   0.675  20.000   0.088   0.095   0.186
   0.700  20.000   0.086   0.093   0.183
   0.725  20.000   0.085   0.092   0.180
   0.750  20.000   0.083   0.090   0.177
   0.775  20.000   0.082   0.089   0.174
   0.800  20.000   0.081   0.088   0.171
   0.825  20.000   0.080   0.086   0.169
   0.850  20.000   0.079   0.085   0.167
   0.875  20.000   0.078   0.084   0.165
   0.900  20.000   0.077   0.083   0.163
   0.925  20.000   0.077   0.083   0.163
   0.950  20.000   0.077   0.083   0.163
   0.975  20.000   0.077   0.083   0.163
   1.000  20.000   0.077   0.083   0.163
