  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.105   0.108   0.214
   0.025  26.000   0.106   0.110   0.218
   0.050  26.000   0.107   0.112   0.221
   0.075  25.000   0.107   0.113   0.223
   0.100  26.000   0.107   0.114   0.224
   0.125  27.000   0.106   0.114   0.223
   0.150  27.000   0.105   0.113   0.221
   0.175  27.000   0.104   0.111   0.218
   0.200  28.000   0.102   0.110   0.215
   0.225  29.000   0.100   0.108   0.211
   0.250  29.000   0.098   0.105   0.206
   0.275  30.000   0.095   0.103   0.201
   0.300  30.000   0.093   0.100   0.196
   0.325  30.000   0.090   0.098   0.191
   0.350  30.000   0.088   0.095   0.186
   0.375  30.000   0.085   0.093   0.181
   0.400  30.000   0.083   0.090   0.176
   0.425  30.000   0.081   0.088   0.172
   0.450  30.000   0.079   0.086   0.167
   0.475  30.000   0.077   0.083   0.163
   0.500  30.000   0.075   0.081   0.159
   0.525  30.000   0.073   0.079   0.155
   0.550  30.000   0.071   0.077   0.151
   0.575  30.000   0.070   0.076   0.148
   0.600  30.000   0.068   0.074   0.145
   0.625  30.000   0.067   0.072   0.142
   0.650  30.000   0.065   0.071   0.139
   0.675  30.000   0.064   0.070   0.136
   0.700  30.000   0.063   0.068   0.133
   0.725  30.000   0.062   0.067   0.131
   0.750  30.000   0.061   0.066   0.129
   0.775  29.000   0.060   0.065   0.127
   0.800  29.000   0.059   0.064   0.125
   0.825  29.000   0.058   0.063   0.123
   0.850  29.000   0.057   0.062   0.121
   0.875  29.000   0.056   0.061   0.119
   0.900  29.000   0.056   0.060   0.118
   0.925  29.000   0.055   0.059   0.116
   0.950  29.000   0.054   0.059   0.115
   0.975  29.000   0.054   0.058   0.113
   1.000  29.000   0.054   0.058   0.113
