TEXTURE AT STRAIN =    0.7000
   1.807   2.343   0.222  <-- length of phase ellipsoid axes
  178.77    1.27 -122.05  <-- Euler angles (deg) of phase ellipsoid axes
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
  139.21   48.85 -137.13   0.0003500
