  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.126   0.131   0.260
   0.025  25.000   0.129   0.133   0.263
   0.050  25.000   0.130   0.134   0.266
   0.075  24.000   0.131   0.134   0.266
   0.100  25.000   0.131   0.133   0.265
   0.125  25.000   0.130   0.132   0.263
   0.150  24.000   0.129   0.130   0.259
   0.175  24.000   0.127   0.127   0.254
   0.200  23.000   0.124   0.124   0.248
   0.225  20.000   0.121   0.122   0.243
   0.250  20.000   0.119   0.120   0.239
   0.275  20.000   0.117   0.118   0.235
   0.300  21.000   0.114   0.116   0.232
   0.325  21.000   0.112   0.115   0.228
   0.350  21.000   0.110   0.113   0.225
   0.375  21.000   0.108   0.112   0.221
   0.400  21.000   0.105   0.110   0.217
   0.425  21.000   0.103   0.108   0.213
   0.450  22.000   0.101   0.106   0.209
   0.475  22.000   0.099   0.104   0.205
   0.500  22.000   0.097   0.103   0.202
   0.525  21.000   0.095   0.101   0.198
   0.550  20.000   0.093   0.099   0.194
   0.575  20.000   0.091   0.097   0.191
   0.600  20.000   0.089   0.096   0.188
   0.625  20.000   0.088   0.094   0.185
   0.650  20.000   0.086   0.093   0.182
   0.675  20.000   0.085   0.091   0.179
   0.700  20.000   0.084   0.090   0.177
   0.725  20.000   0.083   0.089   0.174
   0.750  20.000   0.082   0.088   0.172
   0.775  20.000   0.081   0.087   0.170
   0.800  20.000   0.080   0.086   0.168
   0.825  21.000   0.079   0.085   0.166
   0.850  21.000   0.078   0.084   0.164
   0.875  21.000   0.077   0.083   0.162
   0.900  21.000   0.076   0.082   0.160
   0.925  22.000   0.076   0.082   0.161
   0.950  22.000   0.077   0.082   0.161
   0.975  22.000   0.077   0.083   0.162
   1.000  22.000   0.077   0.083   0.162
