  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  17.000   0.113   0.117   0.232
   0.025  19.000   0.114   0.121   0.238
   0.050  19.000   0.116   0.124   0.244
   0.075  21.000   0.118   0.127   0.249
   0.100  21.000   0.120   0.129   0.253
   0.125  21.000   0.121   0.131   0.256
   0.150  21.000   0.122   0.132   0.258
   0.175  22.000   0.122   0.132   0.258
   0.200  23.000   0.121   0.132   0.257
   0.225  23.000   0.121   0.131   0.256
   0.250  23.000   0.119   0.129   0.253
   0.275  23.000   0.118   0.128   0.250
   0.300  23.000   0.116   0.126   0.246
   0.325  23.000   0.114   0.124   0.242
   0.350  23.000   0.112   0.122   0.238
   0.375  23.000   0.110   0.119   0.233
   0.400  23.000   0.108   0.117   0.228
   0.425  23.000   0.106   0.114   0.223
   0.450  23.000   0.103   0.112   0.219
   0.475  23.000   0.101   0.109   0.214
   0.500  23.000   0.099   0.107   0.209
   0.525  23.000   0.097   0.105   0.205
   0.550  23.000   0.095   0.103   0.201
   0.575  22.000   0.093   0.101   0.197
   0.600  22.000   0.091   0.099   0.194
   0.625  22.000   0.089   0.097   0.190
   0.650  21.000   0.088   0.096   0.187
   0.675  21.000   0.086   0.094   0.184
   0.700  21.000   0.085   0.092   0.181
   0.725  21.000   0.084   0.091   0.178
   0.750  21.000   0.082   0.089   0.175
   0.775  21.000   0.081   0.088   0.172
   0.800  21.000   0.080   0.087   0.170
   0.825  21.000   0.079   0.086   0.167
   0.850  21.000   0.078   0.084   0.165
   0.875  21.000   0.077   0.083   0.163
   0.900  21.000   0.076   0.082   0.160
   0.925  21.000   0.075   0.081   0.158
   0.950  21.000   0.074   0.080   0.156
   0.975  21.000   0.073   0.079   0.155
   1.000  21.000   0.072   0.078   0.153
