TEXTURE AT STRAIN =    0.3000
   1.329   1.482   0.492  <-- length of phase ellipsoid axes
  148.64    5.05 -109.36  <-- Euler angles (deg) of phase ellipsoid axes
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
  136.89   40.47 -134.75   0.0003500
