TEXTURE AT STRAIN =    1.0000
   2.142   3.287   0.131  <-- length of phase ellipsoid axes
  110.12   14.49 -150.53  <-- Euler angles (deg) of phase ellipsoid axes
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
  113.72   14.12 -113.05   0.0003500
