  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  16.000   0.123   0.127   0.251
   0.025  19.000   0.128   0.132   0.262
   0.050  19.000   0.133   0.137   0.272
   0.075  20.000   0.135   0.141   0.279
   0.100  20.000   0.137   0.144   0.284
   0.125  21.000   0.137   0.145   0.286
   0.150  22.000   0.137   0.146   0.286
   0.175  22.000   0.136   0.145   0.285
   0.200  22.000   0.134   0.144   0.282
   0.225  23.000   0.132   0.142   0.279
   0.250  23.000   0.130   0.140   0.275
   0.275  23.000   0.128   0.138   0.270
   0.300  23.000   0.125   0.135   0.264
   0.325  23.000   0.122   0.132   0.258
   0.350  23.000   0.119   0.129   0.252
   0.375  22.000   0.116   0.126   0.246
   0.400  21.000   0.113   0.123   0.240
   0.425  21.000   0.110   0.120   0.234
   0.450  21.000   0.107   0.117   0.228
   0.475  21.000   0.105   0.114   0.222
   0.500  21.000   0.102   0.111   0.217
   0.525  21.000   0.100   0.108   0.211
   0.550  20.000   0.097   0.106   0.206
   0.575  20.000   0.095   0.103   0.202
   0.600  20.000   0.093   0.101   0.197
   0.625  20.000   0.091   0.099   0.193
   0.650  20.000   0.089   0.097   0.189
   0.675  19.000   0.088   0.095   0.186
   0.700  19.000   0.086   0.093   0.182
   0.725  19.000   0.085   0.092   0.179
   0.750  19.000   0.083   0.090   0.176
   0.775  19.000   0.082   0.089   0.173
   0.800  19.000   0.081   0.087   0.171
   0.825  19.000   0.080   0.086   0.168
   0.850  19.000   0.079   0.085   0.166
   0.875  19.000   0.078   0.084   0.164
   0.900  19.000   0.077   0.083   0.162
   0.925  19.000   0.077   0.083   0.162
   0.950  19.000   0.077   0.083   0.162
   0.975  19.000   0.077   0.083   0.163
   1.000  19.000   0.077   0.083   0.163
