  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  28.000   0.133   0.129   0.260
   0.025  29.000   0.135   0.131   0.264
   0.050  29.000   0.137   0.131   0.266
   0.075  28.000   0.138   0.131   0.267
   0.100  28.000   0.138   0.131   0.266
   0.125  27.000   0.137   0.129   0.263
   0.150  27.000   0.135   0.127   0.259
   0.175  26.000   0.132   0.125   0.253
   0.200  27.000   0.128   0.122   0.247
   0.225  27.000   0.125   0.119   0.241
   0.250  26.000   0.120   0.115   0.234
   0.275  25.000   0.116   0.112   0.227
   0.300  24.000   0.112   0.109   0.220
   0.325  22.000   0.108   0.106   0.213
   0.350  21.000   0.105   0.103   0.207
   0.375  21.000   0.101   0.100   0.201
   0.400  21.000   0.098   0.098   0.196
   0.425  22.000   0.095   0.095   0.191
   0.450  22.000   0.093   0.093   0.186
   0.475  23.000   0.090   0.091   0.181
   0.500  22.000   0.088   0.088   0.177
   0.525  22.000   0.086   0.086   0.172
   0.550  22.000   0.083   0.084   0.168
   0.575  22.000   0.081   0.082   0.163
   0.600  22.000   0.079   0.080   0.159
   0.625  20.000   0.077   0.077   0.155
   0.650  21.000   0.075   0.075   0.150
   0.675  22.000   0.073   0.073   0.146
   0.700  23.000   0.071   0.071   0.142
   0.725  24.000   0.069   0.069   0.139
   0.750  27.000   0.068   0.068   0.136
   0.775  27.000   0.066   0.067   0.133
   0.800  27.000   0.064   0.066   0.132
   0.825  28.000   0.063   0.066   0.130
   0.850  28.000   0.062   0.065   0.128
   0.875  29.000   0.061   0.065   0.127
   0.900  28.000   0.060   0.065   0.127
   0.925  29.000   0.060   0.065   0.127
   0.950  28.000   0.060   0.065   0.127
   0.975  29.000   0.060   0.065   0.128
   1.000  30.000   0.060   0.065   0.128
