  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   4.000   0.031   0.000   0.219   0.263   0.000   0.019
   0.025   4.000   0.028   0.000   0.218   0.260   0.000   0.021
   0.050   4.000   0.025   0.000   0.218   0.257   0.000   0.024
   0.075   5.000   0.022   0.000   0.221   0.254   0.000   0.028
   0.100   6.000   0.018   0.000   0.223   0.251   0.000   0.032
   0.125   6.000   0.014   0.000   0.223   0.247   0.000   0.037
   0.150   5.000   0.011   0.000   0.220   0.242   0.000   0.041
   0.175   5.000   0.009   0.000   0.216   0.237   0.000   0.046
   0.200   5.000   0.008   0.000   0.213   0.233   0.000   0.051
   0.225   5.000   0.007   0.001   0.211   0.231   0.000   0.056
   0.250   5.000   0.006   0.001   0.209   0.230   0.000   0.061
   0.275   5.000   0.005   0.001   0.208   0.229   0.000   0.066
   0.300   5.000   0.005   0.001   0.206   0.230   0.000   0.072
   0.325   5.000   0.005   0.002   0.205   0.231   0.000   0.078
   0.350   5.000   0.004   0.002   0.204   0.232   0.000   0.084
   0.375   5.000   0.004   0.002   0.202   0.234   0.000   0.091
   0.400   5.000   0.004   0.003   0.201   0.236   0.000   0.097
   0.425   5.000   0.003   0.003   0.199   0.238   0.000   0.105
   0.450   5.000   0.003   0.003   0.197   0.240   0.000   0.112
   0.475   5.000   0.003   0.004   0.194   0.242   0.000   0.120
   0.500   5.000   0.003   0.004   0.192   0.244   0.000   0.127
   0.525   5.000   0.002   0.005   0.189   0.246   0.000   0.135
   0.550   5.000   0.002   0.005   0.186   0.248   0.000   0.144
   0.575   5.000   0.002   0.006   0.183   0.250   0.000   0.152
   0.600   6.000   0.002   0.006   0.180   0.251   0.000   0.160
   0.625   6.000   0.002   0.006   0.176   0.252   0.000   0.169
   0.650   7.000   0.002   0.006   0.173   0.254   0.000   0.178
   0.675   7.000   0.002   0.007   0.170   0.254   0.000   0.186
   0.700   7.000   0.001   0.007   0.166   0.255   0.000   0.195
   0.725   7.000   0.001   0.007   0.163   0.256   0.000   0.203
   0.750   7.000   0.001   0.007   0.159   0.256   0.000   0.212
   0.775   7.000   0.001   0.007   0.156   0.256   0.000   0.220
   0.800   7.000   0.001   0.007   0.153   0.256   0.000   0.228
   0.825   7.000   0.001   0.007   0.150   0.256   0.000   0.237
   0.850   7.000   0.001   0.006   0.147   0.255   0.000   0.245
   0.875   7.000   0.001   0.006   0.144   0.255   0.000   0.252
   0.900   7.000   0.001   0.006   0.141   0.254   0.000   0.260
   0.925   8.000   0.001   0.006   0.139   0.253   0.000   0.267
   0.950   8.000   0.001   0.005   0.136   0.253   0.000   0.275
   0.975   8.000   0.001   0.005   0.134   0.252   0.000   0.282
   1.000   8.000   0.001   0.005   0.131   0.249   0.000   0.287
