  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.092   0.001   0.190   0.177   0.000   0.032
   0.025   6.000   0.089   0.001   0.191   0.175   0.000   0.029
   0.050   5.000   0.086   0.001   0.193   0.174   0.000   0.027
   0.075   5.000   0.084   0.001   0.197   0.173   0.000   0.025
   0.100   5.000   0.082   0.001   0.203   0.173   0.000   0.023
   0.125   5.000   0.080   0.001   0.211   0.172   0.000   0.022
   0.150   5.000   0.078   0.001   0.221   0.172   0.000   0.021
   0.175   5.000   0.075   0.000   0.230   0.171   0.000   0.021
   0.200   4.000   0.072   0.000   0.239   0.171   0.000   0.020
   0.225   4.000   0.069   0.000   0.247   0.171   0.000   0.019
   0.250   4.000   0.066   0.000   0.253   0.173   0.000   0.019
   0.275   4.000   0.063   0.000   0.259   0.176   0.000   0.019
   0.300   4.000   0.061   0.000   0.264   0.180   0.000   0.020
   0.325   4.000   0.059   0.000   0.268   0.185   0.000   0.021
   0.350   5.000   0.057   0.000   0.271   0.191   0.000   0.024
   0.375   6.000   0.056   0.000   0.274   0.196   0.000   0.027
   0.400   6.000   0.054   0.000   0.277   0.202   0.000   0.031
   0.425   6.000   0.052   0.000   0.278   0.207   0.000   0.036
   0.450   6.000   0.051   0.000   0.279   0.213   0.000   0.041
   0.475   6.000   0.049   0.000   0.279   0.217   0.000   0.048
   0.500   6.000   0.047   0.000   0.278   0.222   0.000   0.054
   0.525   6.000   0.045   0.000   0.277   0.226   0.000   0.062
   0.550   6.000   0.043   0.000   0.275   0.229   0.000   0.070
   0.575   6.000   0.041   0.000   0.273   0.232   0.000   0.078
   0.600   6.000   0.038   0.000   0.270   0.234   0.000   0.087
   0.625   6.000   0.036   0.000   0.267   0.237   0.000   0.096
   0.650   6.000   0.034   0.000   0.264   0.238   0.000   0.106
   0.675   6.000   0.032   0.000   0.260   0.240   0.000   0.115
   0.700   6.000   0.029   0.000   0.256   0.241   0.000   0.124
   0.725   6.000   0.027   0.000   0.252   0.242   0.000   0.134
   0.750   6.000   0.025   0.000   0.247   0.243   0.000   0.143
   0.775   6.000   0.023   0.000   0.243   0.243   0.000   0.153
   0.800   6.000   0.022   0.000   0.239   0.243   0.000   0.162
   0.825   6.000   0.020   0.000   0.234   0.243   0.000   0.171
   0.850   6.000   0.018   0.000   0.229   0.243   0.000   0.180
   0.875   6.000   0.017   0.000   0.225   0.243   0.000   0.189
   0.900   6.000   0.016   0.000   0.220   0.242   0.000   0.198
   0.925   6.000   0.014   0.000   0.216   0.242   0.000   0.207
   0.950   6.000   0.013   0.000   0.212   0.241   0.000   0.215
   0.975   6.000   0.012   0.000   0.206   0.240   0.000   0.222
   1.000   5.000   0.011   0.000   0.201   0.238   0.000   0.228
