TEXTURE AT STRAIN =    0.4500
   1.480   1.819   0.355  <-- length of phase ellipsoid axes
  163.05    2.80 -124.12  <-- Euler angles (deg) of phase ellipsoid axes
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
  135.91   47.51 -136.60   0.0003500
