  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  19.000   0.099   0.098   0.197
   0.025  21.000   0.099   0.097   0.196
   0.050  21.000   0.100   0.098   0.197
   0.075  21.000   0.100   0.099   0.198
   0.100  22.000   0.100   0.100   0.200
   0.125  22.000   0.099   0.101   0.201
   0.150  23.000   0.099   0.101   0.201
   0.175  24.000   0.098   0.101   0.201
   0.200  26.000   0.097   0.101   0.200
   0.225  26.000   0.096   0.101   0.199
   0.250  26.000   0.094   0.100   0.197
   0.275  26.000   0.093   0.099   0.194
   0.300  27.000   0.091   0.098   0.191
   0.325  29.000   0.089   0.096   0.188
   0.350  29.000   0.087   0.094   0.185
   0.375  30.000   0.085   0.093   0.181
   0.400  29.000   0.083   0.091   0.177
   0.425  28.000   0.081   0.089   0.173
   0.450  28.000   0.080   0.087   0.169
   0.475  28.000   0.078   0.085   0.165
   0.500  28.000   0.076   0.083   0.162
   0.525  28.000   0.074   0.081   0.158
   0.550  28.000   0.073   0.079   0.155
   0.575  28.000   0.071   0.078   0.151
   0.600  28.000   0.070   0.076   0.148
   0.625  28.000   0.068   0.074   0.145
   0.650  28.000   0.067   0.073   0.142
   0.675  28.000   0.066   0.071   0.139
   0.700  28.000   0.064   0.070   0.137
   0.725  28.000   0.063   0.069   0.134
   0.750  28.000   0.062   0.067   0.132
   0.775  28.000   0.061   0.066   0.130
   0.800  28.000   0.060   0.065   0.127
   0.825  28.000   0.059   0.064   0.125
   0.850  28.000   0.058   0.063   0.124
   0.875  28.000   0.057   0.062   0.122
   0.900  29.000   0.057   0.061   0.120
   0.925  30.000   0.056   0.061   0.118
   0.950  30.000   0.055   0.060   0.117
   0.975  30.000   0.054   0.059   0.115
   1.000  30.000   0.054   0.058   0.114
