  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.131   0.137   0.271
   0.025  25.000   0.134   0.140   0.276
   0.050  25.000   0.135   0.141   0.279
   0.075  24.000   0.136   0.142   0.280
   0.100  24.000   0.137   0.141   0.279
   0.125  25.000   0.136   0.139   0.276
   0.150  25.000   0.134   0.137   0.272
   0.175  23.000   0.132   0.134   0.266
   0.200  22.000   0.129   0.131   0.260
   0.225  22.000   0.127   0.129   0.256
   0.250  22.000   0.125   0.127   0.253
   0.275  21.000   0.123   0.126   0.251
   0.300  21.000   0.120   0.125   0.247
   0.325  22.000   0.118   0.124   0.244
   0.350  22.000   0.115   0.122   0.239
   0.375  22.000   0.112   0.119   0.235
   0.400  22.000   0.110   0.117   0.229
   0.425  21.000   0.107   0.114   0.224
   0.450  22.000   0.104   0.111   0.219
   0.475  22.000   0.101   0.109   0.213
   0.500  22.000   0.099   0.106   0.208
   0.525  21.000   0.096   0.104   0.203
   0.550  21.000   0.094   0.102   0.199
   0.575  21.000   0.092   0.099   0.194
   0.600  21.000   0.090   0.097   0.190
   0.625  21.000   0.088   0.095   0.186
   0.650  21.000   0.086   0.093   0.183
   0.675  21.000   0.085   0.092   0.179
   0.700  21.000   0.083   0.090   0.176
   0.725  21.000   0.082   0.088   0.173
   0.750  21.000   0.080   0.087   0.170
   0.775  22.000   0.079   0.086   0.168
   0.800  22.000   0.078   0.085   0.165
   0.825  22.000   0.077   0.083   0.163
   0.850  22.000   0.076   0.082   0.161
   0.875  22.000   0.075   0.081   0.159
   0.900  22.000   0.075   0.081   0.159
   0.925  22.000   0.075   0.082   0.159
   0.950  22.000   0.075   0.082   0.160
   0.975  22.000   0.075   0.082   0.160
   1.000  22.000   0.075   0.082   0.160
