  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.129   0.132   0.263
   0.025  21.000   0.131   0.133   0.265
   0.050  22.000   0.132   0.135   0.268
   0.075  21.000   0.132   0.137   0.271
   0.100  22.000   0.132   0.140   0.275
   0.125  21.000   0.132   0.141   0.278
   0.150  21.000   0.132   0.142   0.279
   0.175  20.000   0.131   0.142   0.278
   0.200  20.000   0.130   0.142   0.277
   0.225  21.000   0.129   0.140   0.274
   0.250  21.000   0.127   0.139   0.271
   0.275  21.000   0.125   0.136   0.266
   0.300  21.000   0.123   0.134   0.261
   0.325  21.000   0.120   0.131   0.256
   0.350  21.000   0.118   0.128   0.250
   0.375  21.000   0.115   0.125   0.244
   0.400  22.000   0.112   0.122   0.238
   0.425  22.000   0.110   0.119   0.232
   0.450  22.000   0.107   0.116   0.227
   0.475  22.000   0.104   0.113   0.221
   0.500  22.000   0.102   0.110   0.216
   0.525  22.000   0.099   0.108   0.210
   0.550  22.000   0.097   0.105   0.205
   0.575  22.000   0.095   0.103   0.201
   0.600  22.000   0.093   0.100   0.196
   0.625  23.000   0.091   0.098   0.192
   0.650  23.000   0.089   0.096   0.188
   0.675  23.000   0.087   0.094   0.184
   0.700  23.000   0.085   0.092   0.180
   0.725  23.000   0.084   0.090   0.177
   0.750  23.000   0.082   0.089   0.174
   0.775  23.000   0.081   0.087   0.171
   0.800  23.000   0.079   0.086   0.168
   0.825  23.000   0.078   0.084   0.165
   0.850  23.000   0.077   0.083   0.163
   0.875  22.000   0.076   0.082   0.160
   0.900  22.000   0.074   0.081   0.158
   0.925  21.000   0.074   0.080   0.156
   0.950  21.000   0.073   0.079   0.154
   0.975  21.000   0.072   0.079   0.154
   1.000  21.000   0.072   0.079   0.154
